Project,Category,File,Path,type,wordcount,topic,tutorial,pageNumber,language
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-007-ts-api-data-fetcher-bot-error-more-than-two-endpoints-detected.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-007-ts-api-data-fetcher-bot-error-more-than-two-endpoints-detected.json,TS API Data Fetcher Bot Error - More Than Two Endpoints Detected,230,TS API Data Fetcher Bot Error,none,7,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-001-ts-api-data-fetcher-bot-error-api-map-reference-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-001-ts-api-data-fetcher-bot-error-api-map-reference-node-missing.json,TS API Data Fetcher Bot Error - API Map Reference Node Missing,200,TS API Data Fetcher Bot Error,none,1,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-004-ts-api-data-fetcher-bot-error-api-version-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-004-ts-api-data-fetcher-bot-error-api-version-node-missing.json,TS API Data Fetcher Bot Error - API Version Node Missing,193,TS API Data Fetcher Bot Error,none,4,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-010-ts-api-data-fetcher-bot-error-unsupported-dataset-type.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-010-ts-api-data-fetcher-bot-error-unsupported-dataset-type.json,TS API Data Fetcher Bot Error - Unsupported Dataset Type,240,TS API Data Fetcher Bot Error,none,10,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-003-ts-api-data-fetcher-bot-error-config-property-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-003-ts-api-data-fetcher-bot-error-config-property-missing.json,TS API Data Fetcher Bot Error - Config Property Missing,202,TS API Data Fetcher Bot Error,none,3,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-006-ts-api-data-fetcher-bot-error-api-response-field-not-descendant-from-endpoint.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-006-ts-api-data-fetcher-bot-error-api-response-field-not-descendant-from-endpoint.json,TS API Data Fetcher Bot Error - API Response Field Not Descendant From Endpoint,215,TS API Data Fetcher Bot Error,none,6,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-011-ts-api-data-fetcher-bot-error-timestamp-record-property-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-011-ts-api-data-fetcher-bot-error-timestamp-record-property-missing.json,TS API Data Fetcher Bot Error - Timestamp Record Property Missing,256,TS API Data Fetcher Bot Error,none,11,
Foundations,Docs-Topics,ts-api-data-fetcher-bot-error-008-ts-api-data-fetcher-bot-error-api-endpoint-not-found.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-API-Data-Fetcher-Bot-Error/ts-api-data-fetcher-bot-error-008-ts-api-data-fetcher-bot-error-api-endpoint-not-found.json,TS API Data Fetcher Bot Error - API Endpoint Not Found,262,TS API Data Fetcher Bot Error,none,8,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-004-ts-lf-trading-bot-warning-simulating-size-placed-recalculated.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-004-ts-lf-trading-bot-warning-simulating-size-placed-recalculated.json,TS LF Trading Bot Warning - Simulating - Size Placed Recalculated,144,TS LF Trading Bot Warnings,none,4,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-015-ts-lf-trading-bot-warning-order-not-found-at-the-exchange.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-015-ts-lf-trading-bot-warning-order-not-found-at-the-exchange.json,TS LF Trading Bot Warning - Order Not Found at the Exchange,142,TS LF Trading Bot Warnings,none,15,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-003-ts-lf-trading-bot-warning-simulating-actual-size-recalculated.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-003-ts-lf-trading-bot-warning-simulating-actual-size-recalculated.json,TS LF Trading Bot Warning - Simulating - Actual Size Recalculated,144,TS LF Trading Bot Warnings,none,3,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-002-ts-lf-trading-bot-warning-calculating-size-placed-recalculated.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-002-ts-lf-trading-bot-warning-calculating-size-placed-recalculated.json,TS LF Trading Bot Warning - Calculating - Size Placed Recalculated,142,TS LF Trading Bot Warnings,none,2,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-013-ts-lf-trading-bot-warning-order-size-shrinked.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-013-ts-lf-trading-bot-warning-order-size-shrinked.json,TS LF Trading Bot Warning - Order Size Shrunk,143,TS LF Trading Bot Warnings,none,13,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-009-ts-lf-trading-bot-warning-simulating-actual-rate-too-low.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-009-ts-lf-trading-bot-warning-simulating-actual-rate-too-low.json,TS LF Trading Bot Warning - Simulating - Actual Rate Too Low,139,TS LF Trading Bot Warnings,none,9,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-006-ts-lf-trading-bot-warning-simulating-slippage-added.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-006-ts-lf-trading-bot-warning-simulating-slippage-added.json,TS LF Trading Bot Warning - Simulating - Slippage Added,141,TS LF Trading Bot Warnings,none,6,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-001-ts-lf-trading-bot-warning-calculating-actual-size-recalculated.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-001-ts-lf-trading-bot-warning-calculating-actual-size-recalculated.json,TS LF Trading Bot Warning - Calculating - Actual Size Recalculated,142,TS LF Trading Bot Warnings,none,1,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-008-ts-lf-trading-bot-warning-simulating-actual-rate-too-high.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-008-ts-lf-trading-bot-warning-simulating-actual-rate-too-high.json,TS LF Trading Bot Warning - Simulating - Actual Rate Too High,139,TS LF Trading Bot Warnings,none,8,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-012-ts-lf-trading-bot-warning-order-could-not-be-opened.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-012-ts-lf-trading-bot-warning-order-could-not-be-opened.json,TS LF Trading Bot Warning - Order Could Not Be Opened,119,TS LF Trading Bot Warnings,none,12,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-011-ts-lf-trading-bot-warning-order-size-value-zero-or-negative.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-011-ts-lf-trading-bot-warning-order-size-value-zero-or-negative.json,TS LF Trading Bot Warning - Order Size Value Zero Or Negative,132,TS LF Trading Bot Warnings,none,11,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-010-ts-lf-trading-bot-warning-skipping-cancel-order-event.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-010-ts-lf-trading-bot-warning-skipping-cancel-order-event.json,TS LF Trading Bot Warning - Skipping Cancel Order Event,151,TS LF Trading Bot Warnings,none,10,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-014-ts-lf-trading-bot-warning-possible-negative-balance.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-014-ts-lf-trading-bot-warning-possible-negative-balance.json,TS LF Trading Bot Warning - Possible Negative Balance,137,TS LF Trading Bot Warnings,none,14,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-007-ts-lf-trading-bot-warning-simulating-actual-rate-based-on-formula.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-007-ts-lf-trading-bot-warning-simulating-actual-rate-based-on-formula.json,TS LF Trading Bot Warning - Simulating - Actual Rate Based On Formula,146,TS LF Trading Bot Warnings,none,7,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-005-ts-lf-trading-bot-warning-simulating-slippage-substracted.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-005-ts-lf-trading-bot-warning-simulating-slippage-substracted.json,TS LF Trading Bot Warning - Simulating - Slippage Subtracted,141,TS LF Trading Bot Warnings,none,5,
Foundations,Docs-Topics,ts-lf-trading-bot-warnings-015-ts-lf-trading-bot-warning-order-status-not-sync-with-exchange.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Warnings/ts-lf-trading-bot-warnings-015-ts-lf-trading-bot-warning-order-status-not-sync-with-exchange.json,TS LF Trading Bot Warning - Order Status Not Sync With Exchange,148,TS LF Trading Bot Warnings,none,15,
Foundations,Docs-Topics,ts-trading-session-errors-002-ts-trading-session-error-invalid-initial-datetime-property-value.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-002-ts-trading-session-error-invalid-initial-datetime-property-value.json,TS Trading Session Error - Invalid Initial Datetime Property Value,84,TS Trading Session Errors,none,2,
Foundations,Docs-Topics,ts-trading-session-errors-012-ts-trading-session-error-codename-property-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-012-ts-trading-session-error-codename-property-missing.json,TS Trading Session Error - Codename Property Missing,34,TS Trading Session Errors,none,12,
Foundations,Docs-Topics,ts-trading-session-errors-007-ts-trading-session-error-session-base-asset-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-007-ts-trading-session-error-session-base-asset-node-missing.json,TS Trading Session Error - Session Base Asset Node Missing,42,TS Trading Session Errors,none,7,
Foundations,Docs-Topics,ts-trading-session-errors-005-ts-trading-session-error-label-property-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-005-ts-trading-session-error-label-property-missing.json,TS Trading Session Error - Label Property Missing,39,TS Trading Session Errors,none,5,
Foundations,Docs-Topics,ts-trading-session-errors-010-ts-trading-session-error-key-reference-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-010-ts-trading-session-error-key-reference-node-missing.json,TS Trading Session Error - Key Reference Node Missing,80,TS Trading Session Errors,none,10,
Foundations,Docs-Topics,ts-trading-session-errors-006-ts-trading-session-error-invalid-label-property-value.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-006-ts-trading-session-error-invalid-label-property-value.json,TS Trading Session Error - Invalid Label Property Value,242,TS Trading Session Errors,none,6,
Foundations,Docs-Topics,ts-trading-session-errors-013-ts-trading-session-error-secret-property-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-013-ts-trading-session-error-secret-property-missing.json,TS Trading Session Error - Secret Property Missing,36,TS Trading Session Errors,none,13,
Foundations,Docs-Topics,ts-trading-session-errors-011-ts-trading-session-error-exchange-account-key-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-011-ts-trading-session-error-exchange-account-key-node-missing.json,TS Trading Session Error - Exchange Account Key Node Missing,50,TS Trading Session Errors,none,11,
Foundations,Docs-Topics,ts-trading-session-errors-004-ts-trading-session-error-time-frame-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-004-ts-trading-session-error-time-frame-node-missing.json,TS Trading Session Error - Time Frame Node Missing,40,TS Trading Session Errors,none,4,
Foundations,Docs-Topics,ts-trading-session-errors-001-ts-trading-session-error-parameters-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-001-ts-trading-session-error-parameters-node-missing.json,TS Trading Session Error - Parameters Node Missing,44,TS Trading Session Errors,none,1,
Foundations,Docs-Topics,ts-trading-session-errors-008-ts-trading-session-error-session-quoted-asset-node-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-008-ts-trading-session-error-session-quoted-asset-node-missing.json,TS Trading Session Error - Session Quoted Asset Node Missing,42,TS Trading Session Errors,none,8,
Foundations,Docs-Topics,ts-trading-session-errors-009-ts-trading-session-error-initial-balance-property-missing.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-009-ts-trading-session-error-initial-balance-property-missing.json,TS Trading Session Error - Initial Balance Property Missing,36,TS Trading Session Errors,none,9,
Foundations,Docs-Topics,ts-trading-session-errors-003-ts-trading-session-error-invalid-final-datetime-property-value.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Trading-Session-Errors/ts-trading-session-errors-003-ts-trading-session-error-invalid-final-datetime-property-value.json,TS Trading Session Error - Invalid Final Datetime Property Value,84,TS Trading Session Errors,none,3,
Foundations,Docs-Topics,ts-dataset-type-standard-converter-error-001-ts-dataset-type-standard-convertert-error-only-one-data-dependency-expected.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Dataset-Type-Standard-Converter-Error/ts-dataset-type-standard-converter-error-001-ts-dataset-type-standard-convertert-error-only-one-data-dependency-expected.json,TS Dataset Type Standard Converter Error - Only One Data Dependency Expected,195,TS Dataset Type Standard Converter Error,none,1,
Foundations,Docs-Topics,ts-dataset-type-standard-converter-error-004-ts-dataset-type-standard-convertert-error-get-context-variables-failed.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Dataset-Type-Standard-Converter-Error/ts-dataset-type-standard-converter-error-004-ts-dataset-type-standard-convertert-error-get-context-variables-failed.json,TS Dataset Type Standard Converter Error - Get Context Variables Failed,177,TS Dataset Type Standard Converter Error,none,4,
Foundations,Docs-Topics,ts-dataset-type-standard-converter-error-003-ts-dataset-type-standard-convertert-error-status-report-is-corrupt.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Dataset-Type-Standard-Converter-Error/ts-dataset-type-standard-converter-error-003-ts-dataset-type-standard-convertert-error-status-report-is-corrupt.json,TS Dataset Type Standard Converter Error - Status Report Is Corrupt,181,TS Dataset Type Standard Converter Error,none,3,
Foundations,Docs-Topics,ts-dataset-type-standard-converter-error-002-ts-dataset-type-standard-convertert-error-only-one-output-dataset-expected.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Dataset-Type-Standard-Converter-Error/ts-dataset-type-standard-converter-error-002-ts-dataset-type-standard-convertert-error-only-one-output-dataset-expected.json,TS Dataset Type Standard Converter Error - Only One Output Dataset Expected,195,TS Dataset Type Standard Converter Error,none,2,
Foundations,Docs-Topics,ts-process-errors-001-ts-process-error-unexpected-error.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Process-Errors/ts-process-errors-001-ts-process-error-unexpected-error.json,TS Process Error - Unexpected Error,170,TS Process Errors,none,1,
Foundations,Docs-Topics,ts-task-errors-001-ts-task-error-unexpected-error.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-Task-Errors/ts-task-errors-001-ts-task-error-unexpected-error.json,TS Task Error - Unexpected Error,138,TS Task Errors,none,1,
Foundations,Docs-Topics,ts-lf-trading-bot-infos-002-ts-lf-trading-bot-info-order-skipped.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Infos/ts-lf-trading-bot-infos-002-ts-lf-trading-bot-info-order-skipped.json,TS LF Trading Bot Info - Order Skipped,61,TS LF Trading Bot Infos,none,2,
Foundations,Docs-Topics,ts-lf-trading-bot-infos-001-ts-lf-trading-bot-info-candle-and-cycle.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Infos/ts-lf-trading-bot-infos-001-ts-lf-trading-bot-info-candle-and-cycle.json,TS LF Trading Bot Info - Candle And Cycle,103,TS LF Trading Bot Infos,none,1,
Foundations,Docs-Topics,ts-lf-trading-bot-infos-003-ts-lf-trading-bot-info-order-closed.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Trading-Bot-Infos/ts-lf-trading-bot-infos-003-ts-lf-trading-bot-info-order-closed.json,TS LF Trading Bot Info - Order Closed,39,TS LF Trading Bot Infos,none,3,
Foundations,Docs-Topics,ts-lf-learning-bot-errors-003-ts-lf-learning-bot-error-formula-value-not-a-number.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Learning-Bot-Errors/ts-lf-learning-bot-errors-003-ts-lf-learning-bot-error-formula-value-not-a-number.json,TS LF Learning Bot Error - Formula Value Not A Number,147,TS LF Learning Bot Errors,none,3,
Foundations,Docs-Topics,ts-lf-learning-bot-errors-002-ts-lf-learning-bot-error-evaluating-formula-error.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Learning-Bot-Errors/ts-lf-learning-bot-errors-002-ts-lf-learning-bot-error-evaluating-formula-error.json,TS LF Learning Bot Error - Evaluating Formula Error,208,TS LF Learning Bot Errors,none,2,
Foundations,Docs-Topics,ts-lf-learning-bot-errors-001-ts-lf-learning-bot-error-evaluating-condition-error.json,Projects/Foundations/Schemas/Docs-Topics/T/TS/TS-LF-Learning-Bot-Errors/ts-lf-learning-bot-errors-001-ts-lf-learning-bot-error-evaluating-condition-error.json,TS LF Learning Bot Error - Evaluating Condition Error,212,TS LF Learning Bot Errors,none,1,
Foundations,Docs-Topics,trading-systems-007-the-manage-stage.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-007-the-manage-stage.json,The Manage Stage,63,Trading Systems,none,7,RU TR 
Foundations,Docs-Topics,trading-systems-006-order-definitions.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-006-order-definitions.json,Order Definitions,94,Trading Systems,none,6,RU 
Foundations,Docs-Topics,trading-systems-002-trading-strategies.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-002-trading-strategies.json,Trading Strategies,32,Trading Systems,none,2,RU 
Foundations,Docs-Topics,trading-systems-001-trading-system-hierarchy.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-001-trading-system-hierarchy.json,Trading System Hierarchy,20,Trading Systems,none,1,DE RU 
Foundations,Docs-Topics,trading-systems-003-the-trigger-stage.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-003-the-trigger-stage.json,The Trigger Stage,67,Trading Systems,none,3,RU 
Foundations,Docs-Topics,trading-systems-008-position-management-phases.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-008-position-management-phases.json,Position Management Phases,73,Trading Systems,none,8,RU 
Foundations,Docs-Topics,trading-systems-009-the-close-stage.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-009-the-close-stage.json,The Close Stage,60,Trading Systems,none,9,RU 
Foundations,Docs-Topics,trading-systems-004-open-stage-initial-targets.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-004-open-stage-initial-targets.json,Open Stage Initial Targets,89,Trading Systems,none,4,RU 
Foundations,Docs-Topics,trading-systems-005-open-stage-execution.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Systems/trading-systems-005-open-stage-execution.json,Open Stage Execution,74,Trading Systems,none,5,RU 
Foundations,Docs-Topics,trading-farms-003-trading-farms-operating-a-trading-farm.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Farms/trading-farms-003-trading-farms-operating-a-trading-farm.json,Trading Farms - Operating a Trading Farm,229,Trading Farms,none,3,RU 
Foundations,Docs-Topics,trading-farms-001-trading-farms-fundamental-concepts.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Farms/trading-farms-001-trading-farms-fundamental-concepts.json,Trading Farms - Fundamental Concepts,797,Trading Farms,none,1,RU 
Foundations,Docs-Topics,trading-farms-002-trading-farms-set-up-a-network-of-nodes.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Farms/trading-farms-002-trading-farms-set-up-a-network-of-nodes.json,Trading Farms - Set Up a Network of Nodes,1374,Trading Farms,none,2,DE RU 
Foundations,Docs-Topics,trading-engine-010-balances.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-010-balances.json,Balances,156,Trading Engine,none,10,RU 
Foundations,Docs-Topics,trading-engine-015-identity-and-status.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-015-identity-and-status.json,Identity and Status,112,Trading Engine,none,15,RU 
Foundations,Docs-Topics,trading-engine-006-base-asset-and-quoted-asset.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-006-base-asset-and-quoted-asset.json,Base Asset and Quoted Asset,560,Trading Engine,none,6,RU TR 
Foundations,Docs-Topics,trading-engine-012-accounts-specific-to-the-open-and-close-stages.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-012-accounts-specific-to-the-open-and-close-stages.json,Accounts Specific to the Open and Close Stages,49,Trading Engine,none,12,
Foundations,Docs-Topics,trading-engine-013-accounts-specific-to-orders.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-013-accounts-specific-to-orders.json,Accounts Specific to Orders,49,Trading Engine,none,13,RU 
Foundations,Docs-Topics,trading-engine-014-market-data.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-014-market-data.json,Market Data,37,Trading Engine,none,14,
Foundations,Docs-Topics,trading-engine-005-conceptual-context-episode-strategy-position-strategy-stages.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-005-conceptual-context-episode-strategy-position-strategy-stages.json,"Conceptual Context - Episode, Strategy, Position, Strategy Stages",420,Trading Engine,none,5,RU 
Foundations,Docs-Topics,trading-engine-011-common-metrics-hits-fails-hit-ratio-profit-loss-roi-annualized-rate-of-return.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-011-common-metrics-hits-fails-hit-ratio-profit-loss-roi-annualized-rate-of-return.json,"Common Metrics - Hits, Fails, Hit Ratio, Profit Loss, ROI, Annualized Rate of Return",61,Trading Engine,none,11,RU 
Foundations,Docs-Topics,trading-engine-004-temporal-context-current-and-last.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-004-temporal-context-current-and-last.json,Temporal Context - Current and Last,198,Trading Engine,none,4,RU 
Foundations,Docs-Topics,trading-engine-002-monitoring-runtime-data.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-002-monitoring-runtime-data.json,Monitoring Runtime Data,353,Trading Engine,none,2,RU 
Foundations,Docs-Topics,trading-engine-003-trading-bot-output.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-003-trading-bot-output.json,Trading Bot Output,128,Trading Engine,none,3,RU 
Foundations,Docs-Topics,trading-engine-008-statistics.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-008-statistics.json,Statistics,112,Trading Engine,none,8,RU 
Foundations,Docs-Topics,trading-engine-007-counters.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-007-counters.json,Counters,186,Trading Engine,none,7,RU 
Foundations,Docs-Topics,trading-engine-009-distance-to-trading-events.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-009-distance-to-trading-events.json,Distance-To-Trading-Events,58,Trading Engine,none,9,RU 
Foundations,Docs-Topics,trading-engine-001-trading-engine-hierarchy.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Engine/trading-engine-001-trading-engine-hierarchy.json,Trading Engine Hierarchy,53,Trading Engine,none,1,RU 
Foundations,Docs-Topics,trading-logic-001-situations-conditions-and-formulas.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Logic/trading-logic-001-situations-conditions-and-formulas.json,"Situations, Conditions, and Formulas",58,Trading Logic,none,1,RU 
Foundations,Docs-Topics,trading-logic-003-accessing-runtime-data.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Logic/trading-logic-003-accessing-runtime-data.json,Accessing Runtime Data,247,Trading Logic,none,3,RU DE 
Foundations,Docs-Topics,trading-logic-004-accessing-trading-system-definitions-and-session-parameters.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Logic/trading-logic-004-accessing-trading-system-definitions-and-session-parameters.json,Accessing Trading System Definitions and Session Parameters,187,Trading Logic,none,4,RU 
Foundations,Docs-Topics,trading-logic-002-syntax-overview.json,Projects/Foundations/Schemas/Docs-Topics/T/Trading/Trading-Logic/trading-logic-002-syntax-overview.json,Syntax Overview,970,Trading Logic,none,2,RU 
Foundations,Docs-Topics,the-art-of-documenting-003-definition-pages.json,Projects/Foundations/Schemas/Docs-Topics/T/The/The-Art-of-Documenting/the-art-of-documenting-003-definition-pages.json,Definition Pages,914,The Art of Documenting,none,3,
Foundations,Docs-Topics,the-art-of-documenting-002-documenting-new-projects.json,Projects/Foundations/Schemas/Docs-Topics/T/The/The-Art-of-Documenting/the-art-of-documenting-002-documenting-new-projects.json,Documenting New Projects,359,The Art of Documenting,none,2,
Foundations,Docs-Topics,troubleshooting-016-browser-compatibility.json,Projects/Foundations/Schemas/Docs-Topics/T/Troubleshooting/Troubleshooting/troubleshooting-016-browser-compatibility.json,Browser Compatibility,117,Troubleshooting,none,16,RU 
Foundations,Docs-Topics,troubleshooting-007-perception-issues-there-are-no-candles-on-the-charts.json,Projects/Foundations/Schemas/Docs-Topics/T/Troubleshooting/Troubleshooting/troubleshooting-007-perception-issues-there-are-no-candles-on-the-charts.json,Perception Issues - There Are No Candles on The Charts,745,Troubleshooting,none,7,ES RU 
Foundations,Docs-Topics,troubleshooting-003-how-to-upgrade-your-existing-installation.json,Projects/Foundations/Schemas/Docs-Topics/T/Troubleshooting/Troubleshooting/troubleshooting-003-how-to-upgrade-your-existing-installation.json,How to Upgrade Your Existing Installation,549,Troubleshooting,none,3,RU 
Foundations,Docs-Topics,troubleshooting-001-how-to-troubleshoot-an-issue.json,Projects/Foundations/Schemas/Docs-Topics/T/Troubleshooting/Troubleshooting/troubleshooting-001-how-to-troubleshoot-an-issue.json,How to Troubleshoot an Issue,1841,Troubleshooting,none,1,RU 
